web-scraper-order,web-scraper-start-url,Course (Section),CRN,data,Instructor,Day&Time,Department,Credits,Title
"1756703611-230","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","HIST 2501 (801)","49623","Class Info","Cucek, M.","MWF 12:40-13:40","History","3","Introduction to East Asia: China"
"1756703611-231","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","HIST 2502 (750)","49609","Class Info","Mock, J.","MWF 8:50-9:50","History","3","Introduction to East Asia: Japan"
"1756703611-232","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","HIST 2502 (801)","51815","Class Info","Rusneac, C.","TTh 13:40-15:10","History","3","Introduction to East Asia: Japan"
"1756703611-233","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","HIST 3228 (801)","49660","Class Info","Karsner, D.","MWF 14:10-15:10","History","3","America's Rise to Globalism"
"1756703611-234","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","HIST 3280 (801)","51818","Class Info","Karsner, D.","MWF 12:40-13:40","History","3","Topics in American History: The History of Rock & Roll"
"1756703611-235","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","HIST 3606 (750)","52575","Class Info","Wadhwa, M.","TTh 12:00-13:30","History","3","Asian Women in Transition"
"1756703611-236","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","HIST 4697 (801)","49625","Class Info","Cucek, M.","MWF 11:30-12:30","History","3","Modern Japan: Empire, War, Society"
"1756703611-237","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","HRM 1101 (750)","49684","Class Info","Nichols, D.","TTh 8:40-10:10","Human Resource Management","3","Leadership & Organ Management"
"1756703611-238","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","HRM 1101 (801)","49683","Class Info","Santosh, S.","MWF 15:20-16:20","Human Resource Management","3","Leadership & Organ Management"
"1756703611-239","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","IH 0851 (750)","49420","Class Info","Azzopardi, M.","TTh 12:00-13:30","Intellectual Heritage","3","IH I: The Good Life"
"1756703611-240","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","IH 0851 (751)","49421","Class Info","Azzopardi, M.","TTh 13:40-15:10","Intellectual Heritage","3","IH I: The Good Life"
"1756703611-241","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","IH 0851 (752)","52176","Class Info","Azzopardi, M.","TTh 10:20-11:50","Intellectual Heritage","3","IH I: The Good Life"
"1756703611-242","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","IH 0851 (753)","53218","Class Info","Brady, M.","Asynchronous","Intellectual Heritage","3","IH I: The Good Life"
"1756703611-243","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","IH 0851 (801)","49423","Class Info","Roser, L.","MWF 8:50-9:50","Intellectual Heritage","3","IH I: The Good Life"
"1756703611-244","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","IH 0851 (802)","49427","Class Info","Mackin, Z.","TTh 10:20-11:50","Intellectual Heritage","3","IH I: The Good Life"
"1756703611-245","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","IH 0851 (804)","49426","Class Info","Schulz, M.","TTh 12:00-13:30","Intellectual Heritage","3","IH I: The Good Life"
"1756703611-246","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","IH 0851 (806)","50459","Class Info","Johnson, J.","MWF 10:00-11:00","Intellectual Heritage","3","IH I: The Good Life"
"1756703611-247","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","IH 0851 (807)","51894","Class Info","Sinclair, R.","TTh 10:20-11:50","Intellectual Heritage","3","IH I: The Good Life"
"1756703611-248","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","IH 0851 (808)","52797","Class Info","Parr, P.","TTh 13:40-15:10","Intellectual Heritage","3","IH I: The Good Life"
"1756703611-249","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","IH 0851 (809)","52798","Class Info","Parr, P.","TTh 15:50-17:20","Intellectual Heritage","3","IH I: The Good Life"
"1756703611-250","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","IH 0852 (750)","49428","Class Info","Fujii, S.","MWF 18:00-19:00","Intellectual Heritage","3","IH II: The Common Good"
"1756703611-251","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","IH 0852 (751)","53101","Class Info","Ejmont, S.","MWF 8:50-9:50","Intellectual Heritage","3","IH II: The Common Good"
"1756703611-252","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","IH 0852 (770)","53085","Class Info","Mc Gehee, M.","MWF 11:30-12:30","Intellectual Heritage","3","IH II: The Common Good"
"1756703611-253","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","IH 0852 (801)","49430","Class Info","Miller, S.","MWF 15:20-16:20","Intellectual Heritage","3","IH II: The Common Good"
"1756703611-254","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","IH 0852 (802)","49431","Class Info","Higgins, S.","TTh 13:40-15:10","Intellectual Heritage","3","IH II: The Common Good"
"1756703611-255","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","IH 0852 (803)","50460","Class Info","Miller, S.","MWF 16:50-17:50","Intellectual Heritage","3","IH II: The Common Good"
"1756703611-256","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","IH 0852 (804)","51774","Class Info","Stone, H.","TTh 8:40-10:10","Intellectual Heritage","3","IH II: The Common Good"
"1756703611-257","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","IH 0852 (805)","49434","Class Info","Schulz, M.","TTh 10:20-11:50","Intellectual Heritage","3","IH II: The Common Good"
"1756703611-258","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","IH 0852 (808)","51917","Class Info","Sinclair, R.","TTh 12:00-13:30","Intellectual Heritage","3","IH II: The Common Good"
"1756703611-259","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","IH 0852 (809)","52177","Class Info","Stromback, D.","MWF 18:00-19:00","Intellectual Heritage","3","IH II: The Common Good"
"1756703611-260","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","JIBS 3101 (801)","49682","Class Info","Hongo, A.","TTh 8:40-10:10","International Bus Studies","3","Introduction to Global Finance"
"1756703611-261","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","JIBS 4197 (750)","50778","Class Info","Takezawa, N.","MWF 10:00-11:00","International Bus Studies","3","Global Business Overview"
"1756703611-262","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","JIBS 4197 (801)","49680","Class Info","Hongo, A.","TTh 10:20-11:50","International Bus Studies","3","Global Business Overview"
"1756703611-263","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","JIBS 4596 (750)","50952","Class Info","Swinton, W.","TTh 15:50-17:20","International Bus Studies","3","International Business Capstone"
"1756703611-264","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","JIBS 4596 (801)","49679","Class Info","Bedard, B.","TTh 17:30-19:00","International Bus Studies","3","International Business Capstone"
"1756703611-265","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","JPNS 1001 (750)","49393","Class Info","Osada, R.","MWF 8:30-9:50","Japanese","4","Japanese Elements I"
"1756703611-266","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","JPNS 1001 (801)","49394","Class Info","Toyoizumi, N.","MWF 12:40-14:00","Japanese","4","Japanese Elements I"
"1756703611-267","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","JPNS 1001 (802)","49976","Class Info","Namba, F.","MWF 12:40-14:00","Japanese","4","Japanese Elements I"
"1756703611-268","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","JPNS 1001 (803)","49977","Class Info","Van Orman, Y.","MWF 15:20-16:40","Japanese","4","Japanese Elements I"
"1756703611-269","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","JPNS 1001 (804)","51076","Class Info","Okada, C.","MWF 18:00-19:20","Japanese","4","Japanese Elements I"
"1756703611-270","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","JPNS 1001 (805)","52569","Class Info","Okada, C.","MWF 15:20-16:40","Japanese","4","Japanese Elements I"
"1756703611-271","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","JPNS 1001 (806)","53110","Class Info","Namba, F.","MWF 8:30-9:50","Japanese","4","Japanese Elements I"
"1756703611-272","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","JPNS 1001 (807)","53151","Class Info","Toyoizumi, N.","MWF 15:20-16:40","Japanese","4","Japanese Elements I"
"1756703611-273","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","JPNS 1002 (750)","49395","Class Info","Valentine, Y.","MWF 10:00-11:20","Japanese","4","Japanese Elements II"
"1756703611-274","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","JPNS 1002 (801)","49396","Class Info","Shimizu, M.","MWF 15:20-16:40","Japanese","4","Japanese Elements II"
"1756703611-275","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","JPNS 1002 (802)","49978","Class Info","Yamaguchi, A.","MWF 10:00-11:20","Japanese","4","Japanese Elements II"
"1756703611-276","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","JPNS 1002 (804)","49980","Class Info","Van Orman, Y.","MWF 12:40-14:00","Japanese","4","Japanese Elements II"
"1756703611-277","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","JPNS 1002 (805)","50982","Class Info","Okumura, Y.","MWF 18:00-19:20","Japanese","4","Japanese Elements II"
"1756703611-278","https://ug-schedules.tuj.ac.jp/ug/academics/semester-info/schedule/spring2024/?_ga=2.126557963.72372095.1756703153-243220820.1754604944&_gl=1*1kej157*_gcl_au*MTk5NjA2MDYwNy4xNzU0NjA0OTQz*_ga*MjQzMjIwODIwLjE3NTQ2MDQ5NDQ.*_ga_SWHSQQF0DM*czE3NTY3MDMxNTMkbzMkZzEkdDE3NTY3MDMxOTIkajIxJGwwJGgw","JPNS 1002 (806)","52570","Class Info","Nishikawa, E.","MWF 12:40-14:00","Japanese","4","Japanese Elements II"
